날짜,제목,본문,링크
2025-12-01 23:54:00,“사람 목숨이 먼저”…伊신혼여행 중 쓰러진 외국인 살린 한국인 정체,"이탈리아 두오모 성당. [게티이미지]   [헤럴드경제=나은정 기자] 신혼여행 중이던 한국 공무원이 이탈리아 밀라노의 관광 명소 두오모 광장에서 쓰러진 외국인을 심폐소생술(CPR)로 살려 화제다.  1일 국무조정실과 뉴스1에 따르면 국무조정실 안전환경정책관실 재난대응팀에 파견 근무 중인 윤제헌 경감(35·해양경찰 간부후보 67기)은 지난달 2일 아내와 함께 밀라노 신혼여행 중 두오모 광장에서 의식을 잃고 쓰러진 50대 남성을 발견했다.  당시 사고 현장엔 현지인과 관광객들로 붐볐지만, 모두 당황해 구체적인 조치를 하지 못한 채 지켜보고 있었다. 윤 경감은 패키지 여행 일정이 지연되거나 의료적 대응이 잘못될 경우 발생할 수 있는 책임 문제 등을 떠올리며 잠시 망설였지만, 곧 “사람 생명이 우선”이라고 판단해 인파를 헤치고 쓰러진 남성에게 달려갔다.  윤 경감은 남성의 상태를 확인한 뒤 즉시 CPR을 실시했고, 주변에 응급 신고를 요청했다. 이 과정에서 그의 아내도 적극적으로 신고를 도우며 상황을 지원했다. 윤 경감이 약 2~3분간 응급조치를 이어가는 사이 현지 경찰과 구조대가 출동했고, 다행히 남성은 호흡을 되찾은 것으로 알려졌다.  이같은 사연은 주한 이탈리아 대사관에도 전달됐다. 에밀리아 가토 주한 이탈리아 대사는 지난달 28일 윤 경감과 가족을 대사관으로 초청해 직접 감사의 뜻을 전했다.  윤 경감은 뉴스1과 인터뷰에서 일단 사람을 살려야겠다는 생각으로 갔다”며 “해외 체류 중 우연히 마주한 상황에서 공무원으로서 당연한 조치를 했을 뿐이다. 대한민국 공무원 누구라도 그 상황이면 같은 행동을 했을 것”이라고 전했다.",https://n.news.naver.com/mnews/article/016/0002565712
2025-12-01 23:30:00,"고양시, ‘2025 고양 전국 여성 풋살대회’ 성황리 마무리","‘2025 고양 전국 여성 풋살대회’가 지난 22~23일 고양시 킨텍스 특설 경기장에서 이틀간 진행되며 뜨거운 열기 속에 막을 내렸다. 전국에서 모인 여성 아마추어 선수들의 박진감 넘치는 경기로 현장은 연일 환호로 가득했고, 여성 풋살의 성장 가능성을 다시 한 번 확인하는 자리였다.  이번 대회는 고양특례시축구협회가 주관하고 고양특례시가 후원했다. 전국 여성 풋살 동호인 16개 팀, 300여 명의 참가자들이 조별 리그와 토너먼트 경기를 치르며 수준 높은 기량을 선보였고, 결승전에선 의왕시 대표팀 ‘APRO’가 고양시 ‘FC 새로’를 4대 0으로 제압하며 우승을 차지했다.  이동환 고양특례시장은 축사에서 “여성 풋살은 이제 생활체육의 중심 흐름으로 자리 잡았다”며 “이번 대회를 계기로 여성 스포츠의 저변이 더욱 확대되길 기대한다. 선수들의 열정이 빛난 의미 있는 시간이었다”고 격려했다.  대회 기간 운영된 스포츠 체험관에도 관람객들의 발길이 이어졌다. 참가자들은 다양한 체험 프로그램을 통해 생활체육의 즐거움을 공유하며 현장의 분위기를 더욱 뜨겁게 달궜다.  고양시는 앞으로도 여성 스포츠 활성화를 위해 인프라 확충과 프로그램 확대에 속도를 낼 계획이다. 특히 여성 참여 기반 강화와 전국 규모 대회 유치를 지속 추진해 ‘여성 스포츠 선도 도시’로 도약하겠다는 목표다.",https://n.news.naver.com/mnews/article/016/0002565710
2025-12-01 23:01:00,“츄리닝 입었는데 남친이 섹시하대요” MZ들 난리난 ‘그래놀라걸’ 뭐길래,"그래놀라 걸 패션 [이시영·노스페이스 인스타그램]   [헤럴드경제=김보영 기자] 본격적인 겨울을 앞두고 ‘그래놀라 걸(Granola Girl)’ 트렌드가 전 세계 MZ세대를 중심으로 확산하고 있다.  1일 패션업계에 따르면 그래놀라 걸 스타일은 스위스, 캐나다 등지에서 유행하던 자연주의 패션이다. 하이킹, 캠핑에서 영감을 받은 꾸밈 없는 내추럴 감성이 핵심이다.  해당 트렌드는 틱톡에서 시작된 영상이 바이럴되며 글로벌 유행으로 번졌다. 노르딕 패턴의 플리스 재킷을 착용한 한 미국 여성은 “남자친구가 이렇게 섹시하게 입고 어디 가냐고 묻더라”고 소개해 화제가 됐다.  전형적인 ‘섹시함’과 거리가 있는 스타일이라는 점이 반전 포인트가 되면서 조회수는 1400만회를 넘어섰다. SNS에서는 “알래스카에서는 저런 스타일이 실제로 가장 인기 있다”는 현지 반응도 이어졌다.  틱톡에서 바이럴된 영상 [틱톡 갈무리]   ‘그래놀라 걸’이라는 명칭은 ‘그래놀라를 먹을 것 같은 건강한 여성’이라는 비롯된 용어다. 빈티지하고 자연스러운, 과한 꾸밈이 없는 멋을 바탕으로 플리스, 플란넬, 코듀로이, 데님 등으로 자연친화적 분위기를 연출하는 것이 특징이다.  갈색, 녹색, 베이지 등 자연을 닮은 컬러를 중심으로 하며 노르딕 패턴이나 꽃무늬 등으로 포인트를 주기도 한다. 하이킹 운동화, 비니, 백팩 등 실용적인 아웃도어 아이템을 스타일리시하게 연출해 1970년대 히피 감성과 고프코어 요소를 현대적으로 재해석한 흐름이라는 평가도 나온다.  그래놀라 코어는 패션에 국한되지 않으며, 라이프스타일 전반으로 확장되는 추세다. 국립공원에서 하이킹과 캠핑 등 야외 활동을 즐기고 통곡물과 슈퍼푸드 기반의 식단을 선호하는 경향이 두드러진다. 화장을 최소화하고 자연스러운 외모를 드러내는 것도 이 흐름과 맞닿아 있다.  그래놀라 코어 [틱톡 갈무리]   그래놀라 코어 [핀터레스트]   해외에서는 이미 수많은 인플루언서들이 ‘그래놀라 걸’ 스타일을 연출하며 유행을 이끌고 있다. 핀터레스트, 틱톡 등 SNS 플랫폼에선 관련 해시태그 검색량이 빠르게 늘고 있다. 국내에서도 배우 최윤지와 김보라, 김나영 등 유명 연예인을 중심으로 비슷한 유행이 번지고 있다.  국내 시장에서도 관련 품목 매출이 빠르게 증가하고 있다. 삼성물산 패션부문은 올해 겨울 MZ세대 주요 트렌드로 ‘플리스’ 아우터를 꼽았다. SSF샵에 따르면 지난달 1~16일 플리스 검색량은 전년 대비 60% 이상 증가했다.  노르딕 패턴과 자연 톤을 적용한 플리스 제품이 인기를 끌면서 디 애퍼처의 플라워 패턴 플리스 재킷은 출시 일주일 만에 추가 생산에 돌입했고, 샌드사운드 역시 퀼팅 안감의 플리스 점퍼를 주력 제품으로 출시했다.  한정판 거래 플랫폼 크림도 올해 10월 거래 데이터를 분석한 결과, 올 겨울 핵심 패션 키워드로 ‘그래놀라 코어’를 선정했다고 밝혔다. 자연을 닮은 컬러와 감각적인 스타일이 트렌드로 떠오르면서 아크테릭스, 몽벨, 노스페이스, 살로몬 등 아웃도어 브랜드 중심으로 비니 등 자연친화 감성 제품 매출이 늘었다는 설명이다.  특히 패딩의 경우 인기 브랜드 순위가 럭셔리 중심에서 ‘그래놀라 코어’ 브랜드 중심으로 변동했다. 전년 동기 대비 몽클레어, 스톤아일랜드, 프라다 등 거래액 증가세는 주춤한 반면 노스페이스, 아크테릭스, 살로몬은 거래액이 늘었다. 특히 노스페이스 거래액은 253% 급증하며 대표적인 ‘그래놀라 코어’ 브랜드로 자리매김한 것으로 나타났다.",https://n.news.naver.com/mnews/article/016/0002565708
2025-12-01 22:48:00,영탁 팬 ‘산탁클로스’ 취약계층에 연탄 3천장 기부,"2021년 이후 꾸준한 선행 지속 “팬-스타, 선한 영향력 선순환 구조”   영탁 [팬모임 산탁클로스 제공]   [헤럴드경제=함영훈 기자] 가수 영탁의 팬모임 ‘산탁클로스’가 동절기를 앞두고 난방이 어려운 취약계층을 위해 연탄 3000장을 기부했다.  산탁클로스는 1일 비영리단체 밥상공동체 연탄은행에 기부금을 전달하며 “겨울철 난방비 부담으로 어려움을 겪는 가정에 작은 도움이 되길 바란다”고 밝혔다. 연탄은행은 이 기부가 즉시 도움이 필요한 가구로 전달될 예정이라며 감사의 뜻을 전했다.  산탁클로스는 2021년을 기점으로 꾸준한 사회공헌 활동을 이어왔다. 그동안 독거 어르신을 위한 효잔치, 조손가정 식재료 지원, 사이버폭력 피해 학생 지원 , 자립준비청년 돕기, 교통약자 이동 편의시설 확충, 취약계층 식사지원 사업 후원, 유기견 보호 단체 사료 기부 등 다양한 분야에서 연중 기부와 봉사를 지속해왔다. 팬덤 활동을 넘어 선한 영향력을 실천하는 선행 사례로 여러 차례 주목받은 바 있다.  영탁 팬모인 산탁클로스 리더와 연탄은행 모금책임자가 기부금 전달식후 기념촬영에 임하고 있다.   가수 영탁의 활발한 활동 역시 팬들의 자발적 기부와 선행에 힘을 실어주고 있다.  영탁은 최근 KBS2 예능 프로그램 ‘개는 훌륭하다’ 에 새롭게 합류해 ‘교무부장’ 역할을 맡아 첫 고정 MC 도전임에도 시청자들에게 친근함과 안정적인 진행을 선보이고 있다. 반려견에 대한 진심 어린 태도로 시청자들로부터 긍정적 평가를 받고 있으며, 프로그램의 교가도 직접 작사, 작곡해 참여도를 높였다.  또한 영탁은 전국투어 콘서트 ‘TAK SHOW 4’를 통해 팬들과 꾸준히 만나고 있으며, 2026년 1월 9일부터 11일까지 서울 잠실실내체육관에서 앵콜 공연을 펼친다고 산탁클로스 팬클럽은 전했다.  영탁의 꾸준한 팬서비스와 긍정 에너지가 팬들의 자발적 지역사회 참여로 이어지고, 다시 이러한 활동이 영탁의 브랜드 가치를 높이는 ‘선한 영향력의 선순환’ 구조의 형성으로 팬덤과 아티스트 상호작용의 바람직한 사례로 평가된다.  산탁클로스는 “앞으로도 영탁의 긍정적 메시지에 공감하는 팬들과 함께 꾸준한 기부 및 봉사 활동을 이어가겠다”면서 “우리 이웃 모두 따뜻한 겨울 나기를 바란다”는 뜻을 전했다.",https://n.news.naver.com/mnews/article/016/0002565707
2025-12-01 22:43:00,중기업계 “규제 100건 개선” 요청… 김민석 총리 “최우선 순위”,"김민석 국무총리(첫째줄 왼쪽에서 7번째)가 1일 여의도 중소기업중앙회 K비즈홀에서 열린 ‘중소기업 규제합리화 현장대화’ 행사에 참석해 “중견, 중소기업 규제 문제를 가장 우선순위에 두겠다”고 말했다. [중기중앙회]   김민석 총리･규제부처 차관, 중소기업인 100여 명과 간담회  김기문 중기중앙회 회장 “규제 방식 네거티브로” 요청  [헤럴드경제=홍석희 기자] 김민석 국무총리가 중소기업계와 ‘규제합리화 현장대화’ 간담회를 갖고 “중견, 중소기업 규제 문제를 가장 우선순위에 두겠다”고 말했다. 중기업계는 수출바우처사업 중 해외인증사업 선지급 제도 도입 등 모두 100건의 업계의 목소리를 김 총리에게 전달했다. 중기업계는 또 글로벌 시장으로 중소기업들이 진출키 위해선 규제 방식을 ‘네거티브(금지 항목만 열거하고 원칙 허용)’ 방식으로의 전환이 필요하다고 강조했다.  김기문 중소기업중앙회장은 1일 서울 여의도 중소기업중앙회 K비즈홀에서 열린 ‘중소기업 규제합리화 현장대화’ 행사에서 김 총리와 만나 “첨단산업 분야에서 강소기업이 많이 탄생하기 위해서는 규제 방식을 ‘포지티브(원칙적으로 금지하되 예외적으로 허용되는 항목만 열거)’에서 ‘네거티브’로 획기적으로 개선해야 한다”고 밝혔다.  김 회장은 이어 “역대 정부 모두 규제개혁을 외쳤지만 안타깝게도 정권 후기로 갈수록 관심에서 멀어진 게 사실”이라며 “정부가 6대 구조개혁 분야 중 규제개혁을 첫 번째로 강조한 만큼 끝까지 일관성 있게 추진해야 한다”고 당부했다. 중기중앙회는 이날 중소기업과 소상공인 관련 현장 중심의 규제 혁신을 추진하기 위해 업계 의견을 모아 규제 합리화 과제 100건을 정부에 전달했다.  이날 현장대화에서는 △수출바우처사업 중 해외인증사업 선지급제도 도입 △기업 규모별 참여 가능한 공공SW사업 범위 개선 △중소기업 부설연구소 계약학과 설치 규정 완화 △자원순환경제 활성화를 위한 재사용전지 인증 부담 완화 △골재용 폐석재 폐기물에서 제외 △하도급공사 산업안전보건관리비 계상 의무화 △일반지주회사 CVC의 외부출자 및 해외투자 제한 완화 등 7건에 대한 현장건의와 소관부처의 답변이 이뤄졌으며, 93건에 대한 답변은 국무조정실에서 간담회 이후 회신할 예정이다.  ‘수출바우처 해외인증사업 선지급제도 도입’은 중소기업이 수출바우처 사업을 통해 해외규격 인증을 받는 과정이 1년 이상 소요되는 경우가 많은데 사업 종료 시점이 회계연도 기준인 연말에 맞춰져 지원을 받기가 어렵다는 현장의 애로 사항을 해소해 달라는 요청이다. 또 공공SW 사업 범위의 경우 현재는 사업총액 20억원 미만의 중소업체만 참여 가능하다. 문제는 소프트웨어 시장이 대형화하면서 20억원 미만 사업이 크게 줄어, 사업 진입 자체가 어려워지고 있다는 점이다.  이외에도 벤처업계에서는 일반지주회사 기업형 벤처캐피털(CVC)의 외부출자 및 해외투자 제한을 완화해달라는 의견이 제기됐다. 일반지주회사의 CVC 설립은 허용됐지만 스타트업 자금 모집과 투자 발굴은 여전히 어렵다는 것이 업계의 평이다. 또 골재 채취 현장에서 나오는 폐석재(부스러기 돌)는 충분히 재활용 가치가 있음에도 ‘폐기물’로 분류 돼 있어 활용이 어려운 점 등에 대한 건의도 이뤄졌다.  김 총리는 “한국 경제를 바로 뛰게 하기 위해서는 중소·중견기업 생태계를 잘 움직이도록 하는 게 중요하다”며 “정책의 우선순위이자 핵심 사안이 규제인 만큼 중소기업과 현장에서 많은 대화를 해나갈 것”이라고 밝혔다.  이날 행사에는 정부에서는 김 국무총리, 김용수 국무조정실 국무2차장, 노용석 중소벤처기업부 1차관, 류제명 과학기술정보통신부 2차관, 최은옥 교육부 차관, 문신학 산업통상부 차관, 금한승 기후에너지환경부 1차관, 류현철 고용노동부 산업안전보건본부장이 참석했다.  중기업계에선 김기문 중소기업중앙회장 윤학수 대한전문건설협회장, 조인호 대한기계설비건설협회장, 박창숙 한국여성경제인협회장, 송치영 소상공인연합회장, 강환수 중소기업융합중앙회장, 성미숙 한국여성벤처협회장, 정광천 이노비즈협회장 등이 참석했다.",https://n.news.naver.com/mnews/article/016/0002565706
2025-12-01 22:42:00,"한국관광공사-네이버페이, 외국인 결제 편의 확충","비접촉 결제 가맹점 대폭 증가 네이버 지도와 연계, 접근성도 강화   쇼핑을 즐기는 아시아 관광객 [부가세 즉시 환급 서비스 글로벌블루 제공]   한국관광공사, 네이버페이 업무협약 관련 이미지   [헤럴드경제=함영훈 기자] 한국에 여행온 외국인들은 앞으로 더욱 편리한 결제와 관광지로의 접근성이 커지는 혜택을 누리게 된다.  한국관광공사(사장직무대행 서영충)는 방한 외국인 관광객의 쇼핑관광 및 결제편의를 위해 네이버페이(이하 ‘Npay’)와 업무협약을 체결하고 ‘NFC 결제 인프라’ 확충에 나섰다.  두 기관은 이번 협약을 통해 ▷Npay의 오프라인 통합 단말기 ‘Npay 커넥트’ 배포 ▷네이버 지도 연계, 주요 관광정보 통합 제공 ▷NFC 결제 서비스 가맹점 대상 홍보 등에 함께 힘쓰리고 했다.  Npay 커넥트는 현금·카드·QR·간편결제·NFC·얼굴인식결제 등 모든 결제 수단을 제공하며, 네이버 리뷰·쿠폰·주문 등을 매장 현장에서 이용할 수 있도록 함으로써, 매장의 운영 효율성을 높여주는 오프라인 통합 단말기를 말한다.  이번 협약을 통해 비접촉 결제가 가능한 가맹점이 대폭 늘어나고, 해당 서비스를 제공하는 가맹점 정보 또한 네이버 지도에서 확인할 수 있게 된다. 아울러, 국내 이용자가 남긴 리뷰를 영어, 중국어, 일본어 등으로 번역해 제공하여 외국인 관광객도 신뢰할 수 있는 현지의 정보를 접할 수 있도록 지원한다.  한국관광공사 유한순 쇼핑숙박팀장은 “기존 모바일페이 QR결제 이외 비접촉식 결제 시스템(NFC), 선불카드 등 다양한 결제 인프라를 확충하여 방한 외래객의 결제편의를 도모하고, 방한 만족도를 높일 수 있도록 노력하겠다”고 밝혔다.  관광공사와 Npay는 지난 9월, ‘2025 APEC 정상회의’를 계기로 경주 및 경상권 지역에 Npay 단말기를 우선 보급해 그 효용성을 입증한 바 있다.",https://n.news.naver.com/mnews/article/016/0002565705
2025-12-01 22:40:00,"“양평공무원 유서에 ‘진술 강요’ 빼곡”…인권위, 특검 수사관 고발","[헤럴드경제=나은정 기자] 국가인권위원회가 ‘양평군 공무원 사망 사건’과 관련해 민중기 특검팀 수사관을 직권남용 혐의로 고발하기로 했다. 고인이 생전 작성한 유서 내용 등을 토대로 강압적 조사 정황이 확인됐다는 판단에 따른 조치다.  인권위는 1일 열린 제22차 전원위원회에서 82쪽 분량의 직권조사 결과 보고서를 의결하고, 특검팀에 파견된 수사관 1명을 검찰에 고발하고 나머지 3명은 수사 의뢰하기로 결정했다.  인권위는 고인의 21장 분량의 일기 형식 유서를 확보해 확인한 결과 특검 측의 인권 침해 정황이 확인됐으며, 고발 대상 수사관의 이름도 적혀 있었다고 밝혔다.  조형석 인권위 조사총괄과장은 “고인의 유서를 바탕으로 진술 강요가 있었다고 판단되는 수사관을 고발하고 나머지 수사관 2명과 책임자 팀장은 수사 의뢰한 것”이라고 설명했다.  이어 “유서에서 발견된 ‘안했다 했는데 계속 했다고 해라, 누가 시켰다고 해라, 책임을 떠넘긴다, 다그친다, 반말로 얘기한다, 회유와 강압에 너무 힘들다’는 등의 표현을 합쳐 직권남용으로 봤다”고 덧붙였다.  다만 고발 당사자는 혐의를 부인했다고 인권위는 전했다.  인권위는 이번 결정을 발표하며 특검 측에 향후 조사 과정에서 인권 침해가 발생하지 않도록 개선할 것을 당부했다. 또한 양평경찰서장에게는 고인 부검을 한 경찰에 대해 교육을 실시할 것을, 국회의장에게는 향후 특검법 제정 시 인권보호 조항을 포함할 것을 권고했다.  50대 양평군청 공무원 A씨는 김건희 여사 의혹을 수사하는 민중기 특검팀의 조사를 받은 뒤 10월 10일 자택에서 숨진 채 발견됐다. 인권위는 직권조사에 착수해 이 사건 관련 인권침해가 있었는지를 조사를 진행해왔다.",https://n.news.naver.com/mnews/article/016/0002565704
2025-12-01 22:02:00,EU ‘수출장벽 애로’ 韓기업인 ‘철강 무역 제한·비관세 장벽’ 우려,"여한구 산업자원부 통상교섭본부장 기업인 간담회 철강·배터리 등 유럽 현지 주요기업인 참석  사진은 지난 2월 경기도 평택항에 쌓여 있는 철강 제품 모습. [이상섭 기자]   [헤럴드경제=정호원 기자] 유럽 내에서 수출장벽을 마주한 한국 기업의 애로사항을 청취하기 위해 여한구 산업자원부 통상교섭본부장이 간담회를 개최한 가운데 기업인들이 철강 무역 제한과 비관세 장벽에 대해 우려를 표하며 철강 저율관세할당 한국 쿼터 확보, 배터리 제조산업 보조금 지원 등을 건의했다.  1일 벨기에 수도 브뤼셀의 한 호텔에서 여한구 산업자원부 통상교섭본부장은 기업인들과 간담회가 가졌다. 이번 간담회는 여 본부장이 마로시 셰프초비치 EU 통상·경제안보 담당 집행위원과의 면담을 앞두고 유럽 내 한국 기업의 어려움을 청취하기 위해 마련된 자리였다. 간담회에는 철강업계, 배터리 업계를 비롯해 전자, 자동차, 해운 등 유럽에 진출한 한국 주력 기업 관계자가 참석했다. 산업부에서도 통상분쟁대응과장, 구주통상과장, 다자통상법무관, 기후에너지통상과장이 참석했다.  앞서 EU 집행위원회는 최근 한국 기업에 큰 수출 타격으로 작용할 수 있는 신규 철강 무역 제한 조치를 예고했다. 내년부터는 EU로 수입되는 역외 생산 제품에 대해 EU 내 생산 시 지불하는 탄소 비용과 동등한 추가적인 탄소 가격을 부과·징수하는 탄소국경조정제도(CBAM)를 시행할 예정이다.  여 본부장은 모두 발언에서 “지난 수십년 우리 기업의 글로벌화와 해외 진출에 도움을 주던 자유무역, 다자무역 체제가 근본적으로 재편성되는 상황이고, 미국에서 먼저 변화가 일어난 뒤 EU 등 다른 무역 상대국에도 연쇄 반응을 일으키고 있다”며 어려움과 정부에 대한 요청 등을 기탄없이 이야기해달라고 주문했다.  장영훈 현대제철 유럽영업실장은 “시행 예고된 새로운 철강 저율관세할당(TRQ) 제도에 따르면 전체 철강재 기준 약 47%의 쿼터가 축소될 것으로 보여 유럽 사업에 심각한 타격이 예상된다”며 “향후 국가별 쿼터 협상에서 자동차용 강판 중심으로 최대한 한국 쿼터를 확보해 달라”고 요청했다.  이용걸 LG에너지솔루션 대외협력담당 상무는 “EU가 미국, 중국에 비해 2배 이상 높은 전기요금을 매기는 탓에 제조 경쟁력이 약화하고 있다”며 배터리 제조 산업을 EU가 시행 중인 에너지 집약산업군으로 편입시켜 보조금 지원정책의 수혜를 입을 수 있도록 정부가 힘을 기울여 달라고 건의했다.  전체 매출 중 EU 비중이 17%에 이르는 삼성전자의 이상주 유럽총괄대외협력팀장은 EU 투자와 사업기회 제공 등에서 역내 기업을 우선하려는 최근의 EU 정책 등에 대해 우려를 전달했다.  장재량 현대차 글로벌정책전략실 상무는 EU 집행위원회가 연내 국내산소재사용요건(LCR)을 포함한 자동차 패키지 법안 발표 예정인 가운데 한국산 차량에 대한 비관세 장벽에 대한 염려를 표명했다.  벨기에 안트베르펜 항에서 한국산 제품에 물류서비스를 제공하는 문동현 세중해운 유럽지점장 겸 재벨기에 경제인 협회장은 “고객사들이 CBAM, 신화학물질관리제도(REACH) 등 EU의 규제에 상당한 부담을 느끼고 있다”고 말했다.  여 본부장은 이날 “급변하는 시장 상황을 온몸으로 겪고 있는 유럽 진출 기업인의 생생한 말씀을 듣고 유럽연합(EU) 집행부와 협상에 최대한 반영하겠다”고 말했다.",https://n.news.naver.com/mnews/article/016/0002565703
2025-12-01 22:01:00,재혼한 전처 “아이 데리고 집 나가!” 소송…30대男 “쫓겨나야 하나요?”,"게티이미지코리아   [헤럴드경제=장연주 기자] 이혼한 뒤 새 가정을 꾸린 전처가 자신의 명의로 된 아파트에서 살아온 전 남편과 아이를 집에서 나가라고 요구해 고민을 토로하는 남성의 사연이 전해졌다. 전 남편은 이대로 쫓겨나야 하는 걸까.  1일 YTN 라디오 ‘조인섭 변호사의 상담소’에는 초등학생 자녀를 혼자 키우고 있다고 밝힌 남성 A씨가 최근 전처로부터 재산분할 소송과 양육비 감액 청구를 받았다며 조언을 구했다.  프리랜서 디자이너인 A씨는 30대 초반에 아내를 만났다. 당시 A씨는 가진 것도, 내세울 것도 없었지만 번듯한 직장에 다니며 돈을 꽤 모아둔 상태였던 아내로부터 청혼받고 결혼을 결심했다.  하지만 행복은 오래가지 못했다. 워커홀릭이었던 아내는 아이를 낳은 뒤 육아에 소홀했다. 아이가 초등학교 입학할 무렵에는 집까지 나갔다. 이후 2년간 A씨는 재택근무를 하며 아이를 돌봐야 했다.  그러던 어느 날 아내는 “이혼하자”고 통보했다. A씨도 마음이 떠난 상태였기 때문에 협의 이혼에 동의했다. 양육권은 A씨가 가졌고, 아내는 법원 기준에 따라 양육비를 지급하기로 했다.  당시 아내 명의 아파트에 A씨와 아이가 살고 있었으나 재산분할은 따로 하지 않았다.  그런데 이혼하고 1년이 지난 뒤, 갑자기 재산분할 청구 관련 우편물이 날아왔다.  아내는 아파트가 자신의 특유재산이고, A씨가 무단 점유를 했다며 당장 집을 비워달라는 건물 명도 소송을 제기했다. 그 동안의 월세도 청구했다.  A씨는 “저와 아이가 아파트에 계속 살았고, 아이 학교 문제도 있으니 막연하게 ‘언젠가 재산분할 하겠지’라고 생각했다”며 “그 뒤에 온 우편물은 더 기가 막혔다. 재혼하고 새로운 아이가 생겼다면서 이미 정한 양육비에 대한 감액 소송도 했다”고 밝혔다.  A씨는 이어 “친엄마라는 사람이 어떻게 자기 아이와 사는 집에서 나가라고 할 수 있냐”며 “게다가 새 가정이 생겼으니 양육비를 깎겠다는 것이 말이 되냐. 10년간 아이를 키웠는데, 이 집에 제 권리는 없는지 궁금하다. 제 수입으로 아이를 어떻게 키울지 막막한 상황”이라고 토로했다.  이에 대해 법무법인 신세계로 김미루 변호사는 “재산분할은 합의가 안된 경우 이혼 확정일로부터 2년 안에 청구해야 한다”며 “A씨 전처는 아파트가 자신의 특유재산이라고 주장하지만 혼인 기간이 10년이 넘었고, 아파트가 혼인 중 형성된 재산이라면 A씨가 기여한 부분이 있으므로 재산분할 대상에 포함되는 만큼, 전처 소송에 맞서 반소를 제기하면 된다”고 설명했다.  김 변호사는 다만 “건물 명도는 해야 할 것 같다”며 “이혼한 뒤 1년 이상 아파트에 살고 있다면 재산분할 대상 여부와는 별개로 A씨가 계속 거주할 수 있는 권리가 있다고 보긴 어렵다”고 했다.  그러면서 “원칙적으로는 집을 비워야 하는 게 맞지만, 현재 미성년자 자녀를 양육하고 있고 재산분할 소송을 진행하고 있는 사정을 고려해 법원이 퇴거 시점을 늦추는 결정을 내릴 수 있다”고 덧붙였다.  김 변호사는 또 A씨 전처의 월세 요구에 대해서는 “혼인관계가 실질적으로 파탄된 이후 전처 명의 부동산을 점유하는 것에 대해 차임 상당액 부당이득 반환 청구를 할 수 있다”며 “월세를 별도 지급하기보다는 진행중인 재산분할 과정에서 지분 조정으로 해결될 가능성이 높다”고 전망했다.  또 전처가 양육비를 감액하고 나선 것에 대해서는 “전처 재혼이나 출산은 양육비 감액 사유가 되지 않는다”며 “건강상 문제나 실직 등 현저한 소득 변화가 있는 게 아닌 이상 생활비가 늘었다는 이유로 양육비를 감액해 달라는 주장은 받아들여지지 않을 것”이라고 예상했다.",https://n.news.naver.com/mnews/article/016/0002565702
2025-12-01 21:46:00,"일본, 비트코인 세율 55%→20%로?…가상자산 투자자들 ‘술렁’","[헤럴드경제=나은정 기자] 일본 정부가 비트코인 등 가상자산에 대한 기존 과세 체계를 대폭 수정하는 방안을 본격 검토하고 있다.  NHK는 일본 금융청이 가상자산을 주식·채권과 같은 금융상품으로 취급하고, 이에 따라 가상자산 거래 소득을 분리과세하는 방향으로 검토하고 있다고 1일 보도했다.  최근 일본 내 가상자산 투자 계좌는 1300만개를 넘어서며 시장 규모가 빠르게 성장하고 있다. 이를 고려해 당정은 내년도 세제 개편에서 가상자산 거래 소득에 대해 일률적으로 20% 세율을 적용하는 분리과세 체계 도입을 논의 중이다.  현재 일본에서는 가상자산 거래에 의한 소득을 급여소득 등과 합산해 최고 55%의 세율을 적용하는 종합과세 대상으로 분류하고 있다. 이 때문에 투자자들은 과도한 세 부담을 호소해 왔고, 업계 역시 세제 완화를 지속적으로 요구해왔다.  일본 정부는 이번 세제 개편 논의 과정에서 금융상품으로 취급할 가상자산의 범위 등 세부 내용을 정할계획이다.",https://n.news.naver.com/mnews/article/016/0002565701
